Reviews	Whom	when 	Where	Occasion						
"4 and a half stars!Hubby had a craving for a good burger and this looked like the place to go in the neighborhood based on yelpers reviews.We shared the burrata salad to start. It was one if the best we have had, perfectly ripened heirloom tomatoes accompanied by basil bursting with flavor and delicious creamy burrata. All dressed in the perfect amount of balsamic and served with simple and well made lightly toasted bread. I am aware that I am waxing lyrical about a salad but it was that good. We both had the famous burger for our main. It was cooked perfectly medium as ordered and served with chunky duck fat fries. The burger is a great example of simplicity done well. Served with simple accompaniments, good ketchup, mayo with a touch of garlic and wholegrain mustard. We ate it and were happy. Service was very good and our cocktails also hit the spot."	1	0	0	0						
"I have only been here for Sunday Supper, but three times now, they've hit it out of the park. Our most recent dinner was typical. (The Sunday Supper is served family style). Salad made of super fresh lettuces and a house made ranch dressing was so simple but perfect. And then a heaping platter of roasted chicken over a bed of tiny new potatoes, fava beans, asparagus and spring peas with ramp butter. The chicken was so outstanding we asked how they prepared it- our waitress said it had been brined. It was so moist and tender but the skin was crispy. It was fantastic. And then strawberry shortcake for dessert. Service is great. The Sunday supper is a bargain given the quality of the food. We keep meaning to go back for the regular menu but somehow it's always Sunday when we think to go back."	0	1	0	0						
"I was out last Friday night looking for good food at the Lot 2 Restaurant. It has such a cozy feel that once you come inside, you'll have a hard time leaving the place. I started with a small bowl of warm olives. It was a nice way to warm up your taste buds. For the entre, I ordered the Grass-fed Burger with duck fat fries. The burger was classic and those fries are perfectly crispy outside and a touch foamy inside. I spent only $23 dollars for nice food and exemplary service. I would definitely come back soon!"	0	1	0	0						
"Great stuff. Had a delicious burger with duck fat fries and my wife had a brick oven chicken with a really good sauce. Clean, decent service for a Friday night and was able to get seating right away."	1	1	0	0						
"My girlfriend and I went here on a whim last Saturday. I found it via Yelp, because we were in the neighborhood for her friend's housewarming party.The ambiance was wonderful. It's dimly lit with great music playing in the background, but not overwhelmingly loud. Very cozy environment.All the patrons were aware that they would have to wait upwards of an hour if they were a party of 4 or more, but this place is just that good that they all stuck around.We sat at the bar waiting for a table and had cocktails. The time and effort the bartender put in to making my manhattan was incredible. Instead of just spraying bitters into a shaker, she sprayed them onto a clean cloth, and wiped the inside of the cocktail glass. It was hands down the best manhattan I've ever had. My girlfriend had an amazing dirty vodka martini as well.We started with the pickled vegetables of the day and split a salad.The pickled vegetables were wonderful. I never thought I would enjoy raw sweet potato, but whatever pickling agent they created there works tremendously. It also included cauliflower and carrot, both equally as good.From what I can recall, the salad consisted of manchego, arugula, cranberries (I think), and had a lovely dressing. It was a big salad, and we were glad we split it, because...We both ordered the hampshire center cut pork chop, and I kid you not, it was the best pork I've ever tasted. It was otherworldy. The pork was cooked to a perfect ""rosey"" medium, and literally tasted like bacon. It was juicy beyond comparison, and the taste was incomparable.It was accompanied by brussels sprouts braised with what seemed like slab bacon, and being as brussels sprouts are my favorite vegetable, I was in heaven. Absolute heaven. I can't forget the roasted potatoes either, as those were outstanding. I had a glass of the Sangiovese, which was taniny and delicious and perfectly complimented my pork.The service was incredible, which I always appreciate, having been a server for 7 years myself.If we're ever back in the area, we weill ABSOLUTELY be coming back. I have nothing negative to say about Lot 2."	1	0	0	0						
"I came here for the burger and was pretty blown away. Can't remember the last time I had a burger with nothing but cheese and a pickle that tasted this good. Not to mention I love sweet bourbon cocktails and the ""Father in Law"" is money in the bank. Not too crowded. A great date spot. Solid menu that I didn't even begin to explore. Will have to come back and check it out to continue exploring. I have tried several ""best burger"" joints in Brooklyn but this is the better of them all."	0	0	0	0						
"Having worked in the neighborhood last year, this place is hands down the best restaurant around. Seriously, its incredible that you can get such a stellar quality meal in such a residential area!! Lot 2, I am so impressed. Definitely think about coming here for your special meal. I came with my boyfriend for our 4 year anniversary and had a fabulous time.First of all, the brief menu ensures everything you order will be delicious. Keep in mind that the menu you see online may be different from the one the day you get there. I was expecting to order the strip steak (having done my research) but ordered the braised and spiced lamb ribs when I didn't see it. What a good decision. It was a lamb dish for lamb lovers. It was decadent. Unctuous. Fall-apart tender with fresh chopped herbs on top, sitting on a bed of baby carrots, mandarin orange segments (should have been de-membraned), and parsnip pieces. My +1 and I had the same reaction after taking our first bite: we closed our eyes. And frankly, that's the best you can hope for with any meal in any restaurant. Our order of a burger with duck fat fries, the spiced and braised lamb, homemade soda and Rhu-berry spritz came out to $57. SO WORTH IT."	1	0	0	1						
"My boyfriend and I had our first date here two years ago, and we've been coming back to celebrate anniversaries, birthdays, and all other special occasions ever since. It's our favorite restaurant in New York, and not because of the sentimental value! The food is OUTSTANDING. You'll hear a lot of talk about the burger (well deserved buzz), but don't overlook smaller plates like the salads, which always blow my mind. These guys are using really quality ingredients, right down to the olive oil. The vibe is intimate and pleasant, and the service is always fast. Make this the next place you have dinner!"	1	1	0	1						
"Cute spot,Me and my girlfriend when to Lot2 to try it out, Wow the food was AMAZING! one of the best pork chop I ever had. The food arrived pretty quick, the service was five star. We really want to try the Tres Leches but they didn't have it so hopefully next time. Lot2 is easy to find! I can't wait to go back!"	1	0	0	0						
"We went here on Saturday for my husband's birthday. We have been walking by this place for years, but finally decided to stop in. I can't believe we haven't gone before!We decided to dive right into dinner. I got the brick chicken with a side of asparagus and my husband got the Ny Strip with a side of brussel sprouts. We were both very pleased. The sprouts were a little spicy, but overall everything was great.Their homemade sodas are a nice touch too. I had the ginger with gin added in."	1	1	0	1						
"Wow. I can't believe that it took me five years to finally try this place.Last night, a friend and I came here for their burger before heading to another friend's jazz gig, also in South Slope. It was amazing, and perhaps the best burger that I have had in the city. Cooked medium-rare and topped with melted cheese, it was accompanied by both tasty pickles and four delicious fries. Thickly sliced and cooked in duck fat, I only now know what the perfect fry tastes like.In spite of the cold, we washed it all down with cans of Porkslap Pale Ale. Priced at just $5 a pop, we couldn't go wrong here. Furthermore, the service was super-friendly, and the layout warm and inviting. Lot 2 is a place that I highly recommend!"	1	1	0	1						
The place looks lovely!!!!! Super romantic and candle lighting. I had to come try their burgers that my friend was bragging about- it was GOOD! I got it medium wellThe only thing is I could not change the cheese- either way the cheddar cheese was good. :)The side of fries were okay - I had betterOverall good food - very comforting. By the way 16 bucks for a burger is way to pricey	1	0	0	0						
"Such a great restaurant!!! The decor is very tasteful, and gives an intimate feeling. The service was excellent. The food was amazing. They carefully choose their products from local farmers. I had the dandelion greens and the grass fed beef burger. As for desert I had the strawberry tarlette, also taster the salterd caramel brownie. Everything was sooooo good. Very simple dishes, but perfectly executed. And great quality ingredients in your body."	0	0	0	0						
"I can't stop going here. I don't have a regular job, shouldn't be going out, but this place is grand. The food, the atmosphere, the food, the service, did I mention the food? Because the food is great. The kind of meal where you can see all the ingredients on your plate. I've been living in the area for almost 7 years, so excited to have this kind of caliber dining in the area... in walking distance. And it's always nice to be recognized (thanks, Teddy!) as a local and, perhaps, a regular."	0	0	1	0						
"I live down the block from Lot 2 but it took me over a year to visit because the menu never looked especially appealing. There's still not a whole lot of choice but I've been twice now and can say with certainty that the food is good, and the burger outstanding. I'm talking contender for best in the 'Slope, made nice and rare (yes, this is how good meat is supposed to be eaten), delicious house made pickles, a thick slice of extra sharp cheddar, and yummy sauces. The only downside is that because Lot 2 is a regular restaurant (and not just a bar/burger joint), they're super crowded on the weekends and service can be slow. Still, worth the wait for that heavenly burger and good drinks -- love their house-made ginger soda."	0	0	1	0						
"this burger nearly killed me. everything about it was perfect, as was my drink. i was filled to the brim after half of the meaty mess, but forced myself to continue shoving it in my mouth. after finishing i felt like i had been hit by a truck and immediately excused myself for a cigarette. it took me at least two hours to recover.but it was worth it."	0	0	0	0						
"Lot 2 is my very favorite restaurant. A neighborhood gem, I have been going since it opened. Unpretentious, just like the neighborhood, but overperforming in every way: decor, waitstaff, drink and, of course, the food. They have a full bar but welcome guests to bring their one wine - with no corking fee! They owner (who is often there) said he loves it when people bring their own food because, to him, it means they value Lot 2's food enough to complement it with wines they know and love. Every dish I've ever had has been so good (fresh, perfectly cooked, seasoned deliciously, visually appealing), I still marvel that a restaurant of this quality is in my neighborhood."	0	0	1	0						
"Covina, in a sea of mediocre Murray Hill restaurants and very bro-ey bars you are a gem. Waking in, I was in awe by the beautiful modern decor and coziness that didn't feel uncomfortable or pretentious.On a Friday night at 7:45 without reservation for 4, we waited about 20minutes before sitting down.I tried...- Spicy Honey Pizza, $18 to start. 8 pieces great for sharing for 4 as an app- Mandilli (folded pasta sheets, basil almond pesto, house made ricotta & san marzano sugo) $24...the stand out dish- Bucatini (guanciale, pecorino, crushed red pepper, san marzano sugo) $22.... good but spicyOnly regret was not having room for a brioche donut. Damn you stomach"	0	1	0	0						
"We ate here Thursday, May 26, 2016. It seemed we ate half the dishes on the menu. Course after course, and everything was great. We started the evening with glasses of the house sparkling, which was a perfect way to open the palate (Drappier Champagne).The Covina Hummus platter was big, and not just a lump on a plate; a unique presentation, replete with chickpeas and assorted crudite. Several of the side dishes stood out, such as the charred broccolini and the Parker House rolls. One of my favorites was the funghi pizza (yeah, pizza as side dish).Moving right along, one needs to see the Tomahawk ribeye to believe it. A huge 32-ounce, bone-in steak, cooked just right; that nice charred exterior and still pink/red interior. Priced at an extremely reasonable $68.The wine list contained just about everything one could want in terms of variety. We shared a bottle of a 2007 Italian Red (Tuscan) which complemented the food.Will definitely return for that Tomahawk."	0	1	0	0						
"We decided to come to NYC for our first time on a spur of the moment.  We wanted to have a traditional Thanksgiving meal so we found Covina on Yelp. People who rated this place so high got it right!!! Thanksgiving lunch was wonderful.  Turkey and stuffing were the highlights, but the creamy mashed potatoes were close behind.  Even better than the food was the service. Milena was one of the best servers We have ever had! It wasn't just her, everyone was kind. We are coming back before we leave to try their regular menu.  Could not have had a better away from home Thanksgiving!"	0	1	1	1						
Would have been 5 stars for the food quality and overall experience but disappointed that a $26 piece of salmon and a $26 hangar steak is served without any accompanying side. I know they want you to order/pay for sides but come on...	0	0	0	0						
"Awesome food, amazing cocktails, great service. Food is classic american fare- simple ingredients but executed flawlessly. I've not had one bad dish during all my visits. Hummus is amazing and the side veggies are great. Chicken is to die for and the pastas are great."	0	0	0	0						
Love this place!! Everyone is super friendly from the host Ashley to the server Tori! I have tried almost everything on this menu and nothing disappoints especially those parker house rolls! Definitely recommend this place for a casual night out or celebration.	0	0	0	0						
Nice spot and great pizza. Rest of food was pretty average although sweet corn ice cream stood out. Wine pricy but overall ok	0	0	0	0						
"We were visiting family in the City and watching the Macy's Day parade. We had booked another restaurant and at the last minute they called and said they were actually closed on Thanksgiving. Luckily we were able to get in, albeit, earlier than planned but we worth it. 3 of us went for the Thanksgiving option and it was terrific. We started with a kale salad which was very tasty and then had turkey, of course, with all the fixings, stuffing, peas, sweet potatoes and mashed potatoes and a very nice roll. We all stuck with pumpkin pie and whipped cream in a great crust. My son likes chicken better than turkey so he ordered the chicken in a rosemary au jus and the house salad. He thought the chicken was a little oily but I thought it was very moist. We love pizza and had not yet had pizza while in NY so we shared a wood over prosciutto pizza as an appetizer and it was cooked perfectly, it was a big hit! The atmosphere is very nice, on the casual side we felt a little overdressed and we are pretty casual but many of the customers were in jeans. Our waiter was amazing. It was a great meal in a very nice atmosphere. They also have a nice selection of mixed drinks and wine."	1	0	1	0						
"Average at best. Maybe not even. Terrible wine list. Very few bottles under $100 to choose from. Service terrible. Our waitress was lost all night. Food was ok. Humus was really good. Besides that, nothing special. Nothing original about this place. Would not go back."	0	0	0	0						
"This is a great spot to meetup with friends in NYC. They have a back dining room area where we first had dinner, then hung out in the spacious bar area to meet with other friends for cocktails. The special pizza of the day with cured ham and caramelized onions, meatballs, and desserts were delicious, and surprised the food came out fast considering the restaurant was crowded. Will definitely come back next time I'm in the area."	1	1	0	0						
"Great food + service! Came here for brunch and had a feast for $90:1) Shakshuka: 5 stars. Looks nothing like the shakshuka. It's a decomposed fusion version of the Israeli breakfast dish. It was amazingly flavorful!2) Brussels sprout pear pizza: 4 stars. This was my friend's favorite. The fruity pear successfully offsets the natural bitterness of the Brussels sprouts. Personally, I would've opted to use saltier cheese shavings (rather than neutral cheese) and more pepper to add to offsetting the bitterness. But that's my taste.3) Hungarian Fried Bread topped with salmon and chives: 4 stars. My friend didn't care for it. But she doesn't like salmon or avocado. I do. It could've used less eggs for proportionality of flavors and texture. Not sure if it can be fluffier with the toppings flattening.4) Italian donuts: 3. Tasted like regular donut holes. But it's a cool thing to say you've tasted.5) Bellini: 3. Tasted and looked like a regular fruity cocktail rather than the fuzzy version.6) coffee: 3. They gave us milk rather than cream so no way it was able to taste decent.5 stars overall for stylish decor, service, interesting menu, timing all dishes to come out quickly and together, and every dish being 3+ in flavor."	0	1	0	0						
"The Covina Burger in-depth rating:Bun (5/5) - The bun, the integrity of the burger, was about as spongy as one could hope. Soaked up the juices of the burger flawlessly while also not becoming soggy (as everyone knows, a soggy bun is a burger no-no).Toppings (4/5) - The pickles were delectable, the special sauce was truly special, and the rest of the toppings were present but not overwhelming - exactly what you look for. Burger (5/5) - Waygu beef? Waygu not? Ha! Tremendously cooked burger, and perfect medium rare.Sides - French Fries (3/5) - I was not particularly taken by the french fries. They were simply average. Also lost a point here for not having the option of sweet potato fries.Ambience (4/5) - Spacious, dimly lit dining room with a view of the kitchen in the background - a lot of what you look for in regard to ambience. I think this would have been a 5/5 had I not been seated in the corner.Overall: 4/5"	0	0	0	0						
"Had a belated v-day dinner at Covina last night and boy, will we be back. Same owners as O Ya! The restaurant is much larger than the exterior suggests. Service was very very good.We tried the Hungarian fry bread with smoked salmon on top (sounded strange but just get it), the Brussel sprouts side, flank steak (blue cheese butter), and the marvelous spicy honey pizza (mozzarella, sorpressata, honey, black pepper). Covina apparently does wine and cocktail classes too! We will be back. and soon."	0	1	0	1						
Just great! Everything was great from the moment my coworkers and I stepped in the front door. We reserve seats for a company luncheon and were given a private room. The Decour throughout the restaurant is so chic and Tranquill. The wait staff was so educated on lunch specials and the menu they were also extremely courteous and hospitable throughout our whole stay. The food was superb I ordered the spicy honey pizza and it was so good. I also got a house salad and that was great as well. I also had a drink which was well prepared and tasted good as well. I enjoyed everything about this place and definitely plan on coming back.	0	0	0	0						
I love Italian food. Always busy here on the weekends. Was lucky to snag two seats at the high top communal table. Pasta in pesto sauce was delicious. This picture doesn't justify. You just got to go there and try it for yourselve.	0	0	0	0						
"Came here with my boyfriend for a dinner date and it was AMAZING!! The restaurant itself is beautiful and very spacious--you don't feel crammed like most NYC spots. Now the food... we had the truffle fries to start which were very thin, crispy, and had a very savory truffle taste. Then we split a pepperoni pizza and the burger. We both agreed the burger was the best we have ever had. The pizza was also amazing, both dishes had very high quality ingredients and were way beyond our expectations. Definitely recommend 100%."	1	1	0	1						
Excellent. Every dish. Each appetizer we had was one we could happily have made a meal of. We sat at the bar and got great service. Can't wait to return.	0	0	0	0						
Excellent! food & service was fanastic	0	0	0	0						
"Came here for brunch. Loved everything we order except one thing. Great coffee drinks, potatoes, bacon, yum. Very nice ambiance. The yogurt bowl though- way too much yogurt and too little of the fruit and granola that was promised. The promised honey wasn't there at all. Fruit was berries. The concoction reminded me of yogurt parfait I would buy at an airport stand. BUT that is not a reason to avoid Covina. Everything else was truly delicious."	0	1	0	0						
"Yes the food was great - Yes the ambiance is ""cool vibe"" Yes I would go back time and time again but WHY does this restaurant stand out as AMAZING - Management is stellar - We had a bit of a hard time with our ""newbie"" waiter who I would say was not seasoned nor familiar with special food requests (gluten issues to start) When this was discussed causually with the manager he heard our complaint and immediately acted to apologize in a manner that was above and beyond anything I could have expected. Kudos to the professionalism and customer service we received - THANK YOU!!!!!!!!!!! AND BE BACK SOON!!!!"	0	0	0	0						
"Excellent food and great service! Must try Hungarian fry bread, Brussel sprout pizza, and mandilli! They have a great private room for larger groups- will definitely be back!"	0	0	0	0						
The breakfast food hits the spot. Very tasty salmon eggs Benedict. They have a cute backyard area that is perfect for summer brunch!	0	1	0	0						
"Great great Brunch. The egg white fritatta that comes in the skillet is a must. Be careful because it's pretty hot! The bread is also the star of the dish.Very nice place, hipster and with a beautiful garden."	0	1	0	0						
Went here for brunch & it did not disappoint. Waited 30 minutes for a small table squished in with others but it's just part of the experience. Great coffee & my French omelette was cooked to perfection.	0	1	0	0						
"I've been here in summer 2012 when there was a long line just after opening and the atmosphere was electric - what a weird word to use for brunch! It felt like the heartbeat of Brooklyn and you could barely move between the tables. Hip, happy crowd. But judging by my 'brunch only' experience, my most recent experience was this.Since then the vibe has changed a little, maybe more casual, maybe more confident (or aloof) overall? Maybe the same but I expect way too much from these places (Mogador and Lafayette in Manhattan come to mind).First of all - if you come with a few friends, make sure that everyone gets there at the same time. If you're 3 and the 4th person is on the way, you'll have to wait to be seated. For as long as it takes.The food we ordered was really quite good, nothing extraordinary with my Eggs on a baguette, but enjoyable. All other (vegetarian) items were tasty as well, with the frittata being served in the pan - which is cool. I wouldn't order the latte, the coffee was burnt and there are a few outstanding coffee shops nearby, so I'd stick with the food and enjoy the Brooklyn vibe. The waitress was very friendly and overall the experience was just as nice.So maybe my personal hype for this place is gone, but it's a solid brunch option for the weekend."	0	1	0	0						
It's really a hit or miss with this place. I haven't had any awful food experience heart that will deter me from coming but with all the other restaurants around that don't make you second guess this is a pass for me.I do like their brunch and octopus (if that's something they still cook). The octopus on occasion was too chard but it you cut those parts off its quite good not alway cooked the Portuguese way but again decent. Price wise I haven't been in a while so three stars.	0	0	0	0						
"If I could give this classist establishment zero stars I would. The way that they treated my boyfriend and I today was disgusting! We went in at 9pm for dinner but when we were greeted by the hostess she told us that the only seats available to us were at the front and at the bar. When I explained that we wanted to go to the back patio she said that there was not enough space. So I thought fine, we'll come back another day. When we turned around to leave the bartender shouts out to the hostess ""Nice way of handling that"". Way to ruin my night. RABBITHOLE WAS A HUGE LET DOWN."	1	1	0	0						
"Went here for a brunch date and loved the food! I got the quinoa salad with apple- it was light but totally delicious. I feel like i'm almost always dissatisfied when ordering brunch salads but this was great! My date got the croque and it was DELICIOUS. Sat in the garden, lovely atmosphere and good service."	1	1	0	1						
Such a romantic and cute place! I came here with my bf for dinner. I had comforting soup and my bf had a steak. It was really good! Definitely coming back ;)	1	1	0	0						
"My bf and I were in the Brooklyn area for a weekend away. It was 4:00 on a Saturday and we were trying to find a place to eat a late lunch. Most restaurants in the area were closed until they re-opened for dinner, except for this place, so we gave it a try. It was fantastic. I got the black bean burger. It was on a fresh roll, and the salad it came with was simple but had an amazing flavor, not sure what they put on it.Would definitely go back to this place if we're ever in the area again."	1	1	0	0						
"This is my new favorite place for Egg's Benedict! The atmosphere is laid back, the servers are super friendly and attentive, and the aesthetic makes you feel like you are visting a friend. The food is fresh and delicious and not fussy. I would love to go back when I am in town."	0	0	0	0						
"Love this place! Everything I ever ordered here has been absolutely delicious! Especially the French toast, pancakes and the egg sandwich. It's a bit of a trek from the L in Williamsburg, but if you do make it out there, hooray for you, you can enjoy an awesome brunch without having to stand in line for it."	0	1	0	0						
"This is a super charming restaurant. The food is great and not too expensive. I've only been here for brunch, but as I live nearby I come here A LOT.Get the salmon omelet or the stuffed pancakes."	0	1	0	0						
"YAM!!! I went there this morning. DELICIOUS! I had baked eggs with caramelized onions and spinach and my boyfriend had salmon omelet. Both were really good. And the side of the potatoes, that they serve it with, is really something. The waitress was all smiley and friendly and the service was quick.The drinks were a little overpriced thou. 9$ for mimosa, common?!But I'll definitely come back for the breakfast."	1	1	0	0						
"I have been here twice and both times the service was excellent and the food was amazing. I have been here for dinner and brunch. They make amazingly refreshing cocktails with local, seasonal ingredients. The feel of the place is very homey and they make amazing biscuits, benedicts, and bloody mary's. I cannot wait to go back afor nice weather and sit in their backyard again."	0	1	0	0						
"A great find in Williamsburg. The food was typical pub fare with a twist. I enjoyed the very cozy and intimate feel of the restaurant. The food was good, but not great. I was not huge fan of the artichoke fritters, but I liked the fish and chips. My friend ordered the fresh linguine and thoroughly enjoyed it. The service was attentive, but far from personable."	1	0	0	0						
"This place won us over first for not being overcrowded at 8pm on a Saturday night, and then for actually delivering tasty food at a non-paralyzing price point. The tequila-rosemary cocktail was refreshing; the 'tasting of chicken' tasted fully and satisfyingly of chicken; the fish and chips, while not 'amazing', as described by our server, were ample and well cooked. A special panna cotta with blood orange and caramel was a terrific capper. Attentive service, good ambiance."	0	1	0	0						
Do not take your kids here. My friend and I brought our toddlers here and the owner was very rude and basically asked us to leave because of the kids. There were no other patrons in the front part were we were sitting. It was in the afternoon as well.	1	1	0	0						
Wonderful eggs Benedict and bloody Marys. We did have to wait about 40 minutes on a Sunday around 1 PM. Worth the wait though - service was great.	0	1	0	0						
"Brunch was nice, the egg sandwich and French toast were soggy, and the egg Benedict was more overcooked than runny. We really enjoyed the raspberry chocolate chip scone, that was out of this world!The staff are lovely, and the ambiance is nice. It was busy and space is tight, but it was a pleasant experience."	0	1	0	0						
"Rabbithole has been my go-to neighborhood spot for over eight (!) years - Never disappoints - Menu, service, setting, all of it, lovely - Weekday brunch forever."	0	1	1	0						
Was lucky enough to just beat the brunch crowd at 11:30. The wait was out the door by the time we were seated. My friends and I were seated inside but thank goodness it wasn't stuffy and hot. There was a fan going which kept the air circulating. I didn't get a chance to look at the outdoor seating in the back but my friend said it looked super cute. The service took a little long and we had to wait a bit to get our orders in and then a longer wait for our food. By the time we got our food we were all famished and hungry. All four of us ordered something different so that we can taste everything. I got the Rabbithole Florentine and okay so it may have been my fault since I did not read what this dish actually entails. lol The potatoes are on point! You will not be disappointed. The salad on the side was tasty and refreshing. The florentine itself was okay. It wasn't amazing i liked the spinach and the caramelized onions. The bread used was also not super heavy and easy to cut through. The egg however was over cooked. The yoke was fully cooked and unappetizing. I ended up leaving both egg yokes on the plate while finishing everything else.The stuffed french toast was BOMB! I was secretly jealous and wished that had been my dish instead. The mascarpone worked well and made the dish a little less sweet but the addition of powdered sugar and maple syrup appeals to anyone with a sweet tooth.	1	1	0	0						
the salmon lox benedict was great! was seated in their backyard. cute vintage interior. will consider coming back!	0	0	0	0						
What a charming little place with a great food selection! I enjoyed brunch here with my husband and a couple friends. We all got the eggs benedict and thought it was delicious!	1	1	0	0						
"Came here for brunch. The hangar steak and eggs were cooked perfectly - medium rare and over medium respectively. The potatoes were crispy with a touch of salt, no condiment necessary. A homemade chimichurri accompanied the steak - yum! Excellent iced coffee. Great fruit salad. Be sure to get patio seating in the back."	0	1	0	0						
"A bunch of my friends and I have a brunch date once a month. Today, we originally intended on going to BeeHive Oven, but were turned off at the minimum 90 minute wait time. A quick Google search revealed Rabbithole to be in walking distance, and, as five hungry, slightly grumpy women, we set off. They were AMAZING. The wait time was only 20 minutes, the staff was super accommodating, the food was DELISH, and the drinks (according to my non-pregnant friends) were on-point. We even got a hug from the maitre'd! We will definitely be back. We want to sample the entire menu!"	1	1	0	1						
"I found this place with Yelp's help and by strolling the neighborhoods of Greenpoint & Williamsburgh. Then decided to Yelp it for lunch.So I strolled in and loved the ambiance. Really takes you back (Rabbithole). I was eating alone so sat at the bar. Ordered a coke and they have the Mexican coke bottles which is always a plus.I got the Norweigen which is like an eggs benedict that substitutes salmon lox for the bacon. Price was $13. Biscuits I believe are made fresh. To me this meal was just ""ok"". Nothing special and I found the biscuits to be a bit dry.I also must say that when in Maryland I found this diner that had eggs benedict with a crabcake and I haven't found anywhere that has lived up to it since.....With that said it came with a side of greens and some stellar potatoes. These I loved!I'd go back, try something different. Ambiance is cool and I noticed they had a patio in back that looked nice. I came on a rainy day."	0	0	0	0						
"Decent breakfast I quite enjoyed the mimosasI had the croquet Madame.. Unfortunately I wasn't as wowed with my food as I was when I made the selection from the menu. It was basically a... Slightly dried out ham egg and cheese with the egg on top. I gave it three stars because the ham was good but I'm not sure how the bread was prepared, maybe just lacking in a bit of butter.All I know is my friend was in LOVE with her brunch, I think she got the Benedict. She's been back 4x since then so I'm sure it's just what I ordered, ill certainly give this place another try as other reviews are very positive."	1	1	0	0						
The stuffed French toast were really good. Everyone I was with enjoyed their food as well. I'd go again.	0	0	0	0						
"Just went here for brunch yesterday and fell in love!! Beautiful ambience, amazing food, great servers will definitely be back!"	0	1	0	0						
"Pleasant, cool, relaxed atmosphere, delicious food, friendly service. Had the pancakes for brunch and while they didn't appear to come with the cherry rhubarb compote mentioned on the menu, they were still delicious. Would definitely return."	0	1	0	0						
"The food was great, and the back garden was cozy and well lit with lots of shade for those of you who burn. Despite the fact the waiter insisted it would start raining, it never did. The bathrooms were extremely dark but when your eyes adjust you will be OK.I had the egg Florentine which was made amazing by the caramelized onions. I loved caramelized onions and if you do too, they do a great job giving you the right amount. The egg Benedict was awesome as well, I had some of my friends, as was the BLT (huge, with lots of salad) and the egg sandwich (small but only 6$). I would definitely go again."	0	0	0	0						
"This review is solely for what I had experienced on that day.The pleasant breeze coming out from this restaurant invited us in. It was a beautiful Spring day. It was perfect time and place for a break from all the walk we did in Williamsburg. It was late afternoon. See the photos. We found a nice table with a yellow pansy in a pot at the backyard garden. The garden was sparkled with the rays of warm and kind afternoon sun. It shined our faces and tables. Soon after the place made us a part of this sparkles. The people I see around us were mixed. Some dress like UES, Young and mature hipsters and some to me they were definitely tourist dressed as if they took a good shower and took time to dress. When they arrived, they were holding hands together. It was refreshing to see older couple holding hands together and enjoying each other and there were us from the village. At the front, there were cute skinny Burgs were sitting on the bench.We had some homemade scones and a cake, The scones were very tasty. I liked blueberry. The berries created some softness and a hint of sea salt made me want for more. I was told to come in the morning if I want to indulge the fresh scones. I might do that get up early and take a train to come even from West Village.""Fantastical decor and backyard garden make this a great place to slip away from bedfod and relax. Staff is amazing and friendly- couldn't ask for anything more."" so as I read from other review and agreed completely..."	0	1	0	0						
"They served me an uncooked burger. No exaggeration: it was not even warm. Oh, and they tried to charge me for it. How did this happen? I ordered the lamb burger rare, it arrives medium-well. I'm very polite in flagging this to the server who has brought my food - I really didn't want to complain but I don't like overcooked meat so i'm not going to eat it. It's worth mentioning that the server who delivered the food is not the person who took my order - that person has disappeared.The server who has delivered me the burger takes it away, and is kinda uppity about it. Ten minutes pass - my friends are done eating - before a new burger is put in front of me. Same server delivers me the burger. I take a bite and am immediately disgusted. It was barely seared - luke warm, soft, mushy, lamb mince. In between the patties you wouldn't notice, but looking at it with a bite mark missing, it was very clearly completely raw and uncooked on the inside. The server says ""oh sorry, is that TOO rare this time?"" as if I am being a demanding bitch rather than a polite customer who has not received what was ordered and who has just chewed on uncooked lamb meat. The server who initially took our order appears with the check after plates are cleared. It's worth underlining the fact that he did NOT check on us at any point in the meal, and the check still has the lamb burger on it. When I complained, he reprimanded me for not telling him there was a problem during the meal, as if he were at any point present and available for me to do that. NO-ONE APOLOGIZED or did anything to try to rectify the situation or make the situation better, and I wasn't even rude to them. Summary:- This is the single worst experience I've had in a restaurant ever, including the time a cockroach fell into my plate from the ceiling when I was in Poland.- No way that the burger looked cooked; the chef was being a total asshole sending it out like that.- I waited TEN MINUTES for the new burger which is easily enough time to COOK a burger RARE. - Both servers were assholes. Needless to say, they lost a couple of repeat customers that day, but from the attitudes of their staff, I doubt the management gives a damn. A shame - great recipes."	1	0	0	0						
"If I could give this less than one star I would based on their customer service especially. Came here ordered our food right away, a hamburger and an egg sandwich. Literally waited more then an hour, some guy came in, got his food and left during all of this. Waitress was SO rude. Some chick with blonde hair on her ends, I asked her how long it would be till our food came politely( even though I was so annoyed and starving) and she gave me the death stare while saying ""it's almost up"" and kept walking. After the waiting and the attitudes I was over it when our ordered FINALLY came and I have to say the food was nothing special, she also didn't even apologize for the wait, this girl really annoyed me. Staff seems uncaring about customers, all standing around laughing and talking without making their rounds to see if customers are being taken care of... Probably won't be back."	0	0	0	0						
Really solid brunch. Going back for dinner.	1	1	0	0						
